Başlangıç Tarihi,Bitiş Tarihi,kod,renk,model,100cm,100cm camlı,90cm,90cm camlı
2024-04-12,2024-04-19,120,italyan ceviz,baklava,,,,
2024-04-12,2024-04-19,130,italyan ceviz,karışık çizgi,19.0,1.0,8.0,1.0
2024-04-12,2024-04-19,140,,,,,,
2024-04-12,2024-04-19,160,italyan ceviz,iki göbek,13.0,,,6.0
2024-04-12,2024-04-19,200,koyu ceviz,yavru kanat,,,,
2024-04-12,2024-04-19,220,koyu ceviz,baklava,,,,
2024-04-12,2024-04-19,230,koyu ceviz,karışık çizgi,1.0,,,
2024-04-12,2024-04-19,240,,,4.0,,5.0,
2024-04-12,2024-04-19,260,koyu ceviz,iki göbek,16.0,,2.0,
2024-04-12,2024-04-19,300,gold ceviz,yavru kanat,,,,
2024-04-12,2024-04-19,310,gold ceviz,madra,,,,
2024-04-12,2024-04-19,320,gold ceviz,baklava,,,,
2024-04-12,2024-04-19,330,gold ceviz,karışık çizgi,1.0,,,
2024-04-12,2024-04-19,340,,,,,,
2024-04-12,2024-04-19,360,gold ceviz,iki göbek,5.0,,,
2024-04-12,2024-04-19,400,ABD ceviz,yavru kanat,,,,
2024-04-12,2024-04-19,410,ABD ceviz,madra,,,,
2024-04-12,2024-04-19,420,ABD ceviz,baklava,1.0,,,
2024-04-12,2024-04-19,430,ABD ceviz,karışık çizgi,1.0,,,
2024-04-12,2024-04-19,440,,,,,,
2024-04-12,2024-04-19,460,ABD ceviz,iki göbek,3.0,,,
2024-04-12,2024-04-19,500,wenge,yavru kanat,,,,
2024-04-12,2024-04-19,520,wenge,baklava,,,,
2024-04-12,2024-04-19,530,wenge,karışık çizgi,4.0,,2.0,
2024-04-12,2024-04-19,540,,,,,,
2024-04-12,2024-04-19,560,wenge,iki göbek,,,,
2024-04-12,2024-04-19,600,bute beyaz,yavru kanat,,,,
2024-04-12,2024-04-19,610,bute beyaz,madra,20.0,,,
2024-04-12,2024-04-19,620,bute beyaz,baklava,6.0,,4.0,1.0
2024-04-12,2024-04-19,630,bute beyaz,karışık çizgi,14.0,,8.0,3.0
2024-04-12,2024-04-19,640,,,1.0,4.0,,
2024-04-12,2024-04-19,660,bute beyaz,iki göbek,16.0,,17.0,9.0
2024-04-12,2024-04-19,700,küp akça,yavru kanat,,,,
2024-04-12,2024-04-19,720,küp akça,baklava,3.0,1.0,,
2024-04-12,2024-04-19,730,küp akça,karışık çizgi,25.0,2.0,7.0,4.0
2024-04-12,2024-04-19,740,,,2.0,2.0,1.0,
2024-04-12,2024-04-19,760,küp akça,iki göbek,13.0,1.0,5.0,21.0
2024-04-12,2024-04-19,800,ardahan gri,yavru kanat,,,,
2024-04-12,2024-04-19,810,ardahan gri,madra,,,,
2024-04-12,2024-04-19,820,ardahan gri,baklava,,2.0,,
2024-04-12,2024-04-19,830,ardahan gri,karışık çizgi,7.0,,,3.0
2024-04-12,2024-04-19,840,,,,,,
2024-04-12,2024-04-19,860,ardahan gri,iki göbek,50.0,,4.0,12.0
2024-04-12,2024-04-19,900,pvc gri,yavru kanat,,,,
2024-04-12,2024-04-19,920,pvc gri,baklava,,,1.0,
2024-04-12,2024-04-19,930,pvc gri,karışık çizgi,12.0,,9.0,
2024-04-12,2024-04-19,960,pvc gri,iki göbek,12.0,,2.0,
2024-04-19,2024-04-26,100,italyan ceviz,yavru kanat,,,,
2024-04-19,2024-04-26,110,italyan ceviz,madra,6.0,,,
2024-04-19,2024-04-26,120,italyan ceviz,baklava,5.0,2.0,3.0,
2024-04-19,2024-04-26,130,italyan ceviz,karışık çizgi,22.0,,,
2024-04-19,2024-04-26,140,,,,,3.0,
2024-04-19,2024-04-26,160,italyan ceviz,iki göbek,3.0,,1.0,
2024-04-19,2024-04-26,200,koyu ceviz,yavru kanat,,,,
2024-04-19,2024-04-26,220,koyu ceviz,baklava,,,,
2024-04-19,2024-04-26,230,koyu ceviz,karışık çizgi,,,,
2024-04-19,2024-04-26,240,,,,,,
2024-04-19,2024-04-26,260,koyu ceviz,iki göbek,10.0,,,
2024-04-19,2024-04-26,300,gold ceviz,yavru kanat,,,,
2024-04-19,2024-04-26,310,gold ceviz,madra,1.0,,,1.0
2024-04-19,2024-04-26,320,gold ceviz,baklava,1.0,,3.0,
2024-04-19,2024-04-26,330,gold ceviz,karışık çizgi,,,,
2024-04-19,2024-04-26,340,,,,,,
2024-04-19,2024-04-26,360,gold ceviz,iki göbek,,,,
2024-04-19,2024-04-26,400,ABD ceviz,yavru kanat,,,,
2024-04-19,2024-04-26,410,ABD ceviz,madra,,,,
2024-04-19,2024-04-26,420,ABD ceviz,baklava,5.0,,2.0,
2024-04-19,2024-04-26,430,ABD ceviz,karışık çizgi,6.0,,,1.0
2024-04-19,2024-04-26,440,,,,,,
2024-04-19,2024-04-26,460,ABD ceviz,iki göbek,,,,
2024-04-19,2024-04-26,500,wenge,yavru kanat,,,,
2024-04-19,2024-04-26,520,wenge,baklava,,,,1.0
2024-04-19,2024-04-26,530,wenge,karışık çizgi,,,2.0,
2024-04-19,2024-04-26,540,,,,,,
2024-04-19,2024-04-26,560,wenge,iki göbek,1.0,,,1.0
2024-04-19,2024-04-26,600,bute beyaz,yavru kanat,,,,
2024-04-19,2024-04-26,610,bute beyaz,madra,3.0,2.0,,3.0
2024-04-19,2024-04-26,620,bute beyaz,baklava,12.0,3.0,2.0,1.0
2024-04-19,2024-04-26,630,bute beyaz,karışık çizgi,8.0,2.0,11.0,
2024-04-19,2024-04-26,640,,,,,,
2024-04-19,2024-04-26,660,bute beyaz,iki göbek,44.0,8.0,22.0,9.0
2024-04-19,2024-04-26,700,küp akça,yavru kanat,,,,
2024-04-19,2024-04-26,720,küp akça,baklava,,,,
2024-04-19,2024-04-26,730,küp akça,karışık çizgi,42.0,1.0,,2.0
2024-04-19,2024-04-26,740,,,,,,
2024-04-19,2024-04-26,760,küp akça,iki göbek,44.0,2.0,15.0,
2024-04-19,2024-04-26,800,ardahan gri,yavru kanat,,,,
2024-04-19,2024-04-26,810,ardahan gri,madra,5.0,,,
2024-04-19,2024-04-26,820,ardahan gri,baklava,1.0,,,
2024-04-19,2024-04-26,830,ardahan gri,karışık çizgi,12.0,,,
2024-04-19,2024-04-26,840,,,5.0,,,
2024-04-19,2024-04-26,860,ardahan gri,iki göbek,54.0,2.0,5.0,7.0
2024-04-19,2024-04-26,900,pvc gri,yavru kanat,,,,
2024-04-19,2024-04-26,920,pvc gri,baklava,1.0,,,
2024-04-19,2024-04-26,930,pvc gri,karışık çizgi,39.0,,,
2024-04-19,2024-04-26,960,pvc gri,iki göbek,24.0,,,3.0
2024-04-26,2024-05-03,100,italyan ceviz,yavru kanat,,,,
2024-04-26,2024-05-03,110,italyan ceviz,madra,8.0,,,3.0
2024-04-26,2024-05-03,120,italyan ceviz,baklava,4.0,1.0,1.0,
2024-04-26,2024-05-03,130,italyan ceviz,karışık çizgi,4.0,,,4.0
2024-04-26,2024-05-03,140,,,3.0,,,
2024-04-26,2024-05-03,160,italyan ceviz,iki göbek,15.0,,1.0,3.0
2024-04-26,2024-05-03,200,koyu ceviz,yavru kanat,,,,
2024-04-26,2024-05-03,220,koyu ceviz,baklava,4.0,,,
2024-04-26,2024-05-03,230,koyu ceviz,karışık çizgi,3.0,,,
2024-04-26,2024-05-03,240,,,,,,
2024-04-26,2024-05-03,260,koyu ceviz,iki göbek,8.0,,5.0,
2024-04-26,2024-05-03,300,gold ceviz,yavru kanat,,,,
2024-04-26,2024-05-03,310,gold ceviz,madra,,,1.0,
2024-04-26,2024-05-03,320,gold ceviz,baklava,1.0,,,
2024-04-26,2024-05-03,330,gold ceviz,karışık çizgi,1.0,,,
2024-04-26,2024-05-03,340,,,,,,
2024-04-26,2024-05-03,360,gold ceviz,iki göbek,1.0,,,
2024-04-26,2024-05-03,400,ABD ceviz,yavru kanat,,,,
2024-04-26,2024-05-03,410,ABD ceviz,madra,,,,
2024-04-26,2024-05-03,420,ABD ceviz,baklava,2.0,,2.0,1.0
2024-04-26,2024-05-03,430,ABD ceviz,karışık çizgi,2.0,,,
2024-04-26,2024-05-03,440,,,,,,
2024-04-26,2024-05-03,460,ABD ceviz,iki göbek,1.0,,,
2024-04-26,2024-05-03,500,wenge,yavru kanat,,,,
2024-04-26,2024-05-03,520,wenge,baklava,1.0,,,
2024-04-26,2024-05-03,530,wenge,karışık çizgi,31.0,,,
2024-04-26,2024-05-03,540,,,,,,
2024-04-26,2024-05-03,560,wenge,iki göbek,6.0,,,
2024-04-26,2024-05-03,600,bute beyaz,yavru kanat,,,,
2024-04-26,2024-05-03,610,bute beyaz,madra,24.0,2.0,,2.0
2024-04-26,2024-05-03,620,bute beyaz,baklava,1.0,,,1.0
2024-04-26,2024-05-03,630,bute beyaz,karışık çizgi,21.0,1.0,,3.0
2024-04-26,2024-05-03,640,,,,,,
2024-04-26,2024-05-03,660,bute beyaz,iki göbek,45.0,7.0,13.0,20.0
2024-04-26,2024-05-03,700,küp akça,yavru kanat,,,,
2024-04-26,2024-05-03,720,küp akça,baklava,1.0,,,
2024-04-26,2024-05-03,730,küp akça,karışık çizgi,12.0,,,6.0
2024-04-26,2024-05-03,740,,,,,,
2024-04-26,2024-05-03,760,küp akça,iki göbek,31.0,2.0,5.0,6.0
2024-04-26,2024-05-03,800,ardahan gri,yavru kanat,,,,
2024-04-26,2024-05-03,810,ardahan gri,madra,5.0,,,3.0
2024-04-26,2024-05-03,820,ardahan gri,baklava,10.0,,,
2024-04-26,2024-05-03,830,ardahan gri,karışık çizgi,13.0,,4.0,
2024-04-26,2024-05-03,840,,,,,,
2024-04-26,2024-05-03,860,ardahan gri,iki göbek,59.0,3.0,4.0,9.0
2024-04-26,2024-05-03,900,pvc gri,yavru kanat,,,,
2024-04-26,2024-05-03,920,pvc gri,baklava,,,1.0,
2024-04-26,2024-05-03,930,pvc gri,karışık çizgi,2.0,,,
2024-04-26,2024-05-03,960,pvc gri,iki göbek,7.0,1.0,,1.0
2024-05-03,2024-05-10,100,italyan ceviz,yavru kanat,,,,
2024-05-03,2024-05-10,110,italyan ceviz,madra,1.0,,,
2024-05-03,2024-05-10,120,italyan ceviz,baklava,14.0,,,1.0
2024-05-03,2024-05-10,130,italyan ceviz,karışık çizgi,8.0,,2.0,1.0
2024-05-03,2024-05-10,140,,,,,,
2024-05-03,2024-05-10,160,italyan ceviz,iki göbek,29.0,1.0,7.0,1.0
2024-05-03,2024-05-10,200,koyu ceviz,yavru kanat,,,,
2024-05-03,2024-05-10,220,koyu ceviz,baklava,,,,
2024-05-03,2024-05-10,230,koyu ceviz,karışık çizgi,,,,
2024-05-03,2024-05-10,240,,,3.0,,,
2024-05-03,2024-05-10,260,koyu ceviz,iki göbek,37.0,3.0,2.0,1.0
2024-05-03,2024-05-10,300,gold ceviz,yavru kanat,,,,
2024-05-03,2024-05-10,310,gold ceviz,madra,,,,
2024-05-03,2024-05-10,320,gold ceviz,baklava,,,,
2024-05-03,2024-05-10,330,gold ceviz,karışık çizgi,3.0,,1.0,2.0
2024-05-03,2024-05-10,340,,,,,,
2024-05-03,2024-05-10,360,gold ceviz,iki göbek,1.0,,2.0,
2024-05-03,2024-05-10,400,ABD ceviz,yavru kanat,,,,
2024-05-03,2024-05-10,410,ABD ceviz,madra,,,,
2024-05-03,2024-05-10,420,ABD ceviz,baklava,1.0,,,
2024-05-03,2024-05-10,430,ABD ceviz,karışık çizgi,,,,
2024-05-03,2024-05-10,440,,,,,,
2024-05-03,2024-05-10,460,ABD ceviz,iki göbek,5.0,,,4.0
2024-05-03,2024-05-10,500,wenge,yavru kanat,,,,
2024-05-03,2024-05-10,520,wenge,baklava,2.0,,1.0,
2024-05-03,2024-05-10,530,wenge,karışık çizgi,,,,
2024-05-03,2024-05-10,540,,,,,,
2024-05-03,2024-05-10,560,wenge,iki göbek,3.0,,2.0,
2024-05-03,2024-05-10,600,bute beyaz,yavru kanat,,,,
2024-05-03,2024-05-10,610,bute beyaz,madra,,,,
2024-05-03,2024-05-10,620,bute beyaz,baklava,7.0,,3.0,
2024-05-03,2024-05-10,630,bute beyaz,karışık çizgi,10.0,,2.0,5.0
2024-05-03,2024-05-10,640,,,,,,
2024-05-03,2024-05-10,660,bute beyaz,iki göbek,81.0,9.0,22.0,24.0
2024-05-03,2024-05-10,700,küp akça,yavru kanat,,,,
2024-05-03,2024-05-10,720,küp akça,baklava,,,,
2024-05-03,2024-05-10,730,küp akça,karışık çizgi,6.0,,,
2024-05-03,2024-05-10,740,,,,,,
2024-05-03,2024-05-10,760,küp akça,iki göbek,16.0,1.0,14.0,
2024-05-03,2024-05-10,800,ardahan gri,yavru kanat,,,,
2024-05-03,2024-05-10,810,ardahan gri,madra,,,,
2024-05-03,2024-05-10,820,ardahan gri,baklava,10.0,,,
2024-05-03,2024-05-10,830,ardahan gri,karışık çizgi,43.0,1.0,4.0,1.0
2024-05-03,2024-05-10,840,,,,,,
2024-05-03,2024-05-10,860,ardahan gri,iki göbek,14.0,4.0,2.0,3.0
2024-05-03,2024-05-10,900,pvc gri,yavru kanat,,,,
2024-05-03,2024-05-10,920,pvc gri,baklava,1.0,,,
2024-05-03,2024-05-10,930,pvc gri,karışık çizgi,8.0,,,1.0
2024-05-03,2024-05-10,960,pvc gri,iki göbek,24.0,1.0,4.0,1.0
2024-05-10,2024-05-17,100,italyan ceviz,yavru kanat,,,,
2024-05-10,2024-05-17,110,italyan ceviz,madra,13.0,,3.0,1.0
2024-05-10,2024-05-17,120,italyan ceviz,baklava,5.0,1.0,1.0,
2024-05-10,2024-05-17,130,italyan ceviz,karışık çizgi,21.0,,8.0,1.0
2024-05-10,2024-05-17,140,,,,,,
2024-05-10,2024-05-17,160,italyan ceviz,iki göbek,44.0,5.0,7.0,8.0
2024-05-10,2024-05-17,200,koyu ceviz,yavru kanat,,,,
2024-05-10,2024-05-17,220,koyu ceviz,baklava,15.0,,1.0,
2024-05-10,2024-05-17,230,koyu ceviz,karışık çizgi,10.0,1.0,1.0,3.0
2024-05-10,2024-05-17,240,,,,,2.0,
2024-05-10,2024-05-17,260,koyu ceviz,iki göbek,22.0,,2.0,3.0
2024-05-10,2024-05-17,300,gold ceviz,yavru kanat,,,,
2024-05-10,2024-05-17,310,gold ceviz,madra,1.0,,,
2024-05-10,2024-05-17,320,gold ceviz,baklava,,,,
2024-05-10,2024-05-17,330,gold ceviz,karışık çizgi,,,,
2024-05-10,2024-05-17,340,,,5.0,,,
2024-05-10,2024-05-17,360,gold ceviz,iki göbek,14.0,1.0,,
2024-05-10,2024-05-17,400,ABD ceviz,yavru kanat,,,,
2024-05-10,2024-05-17,410,ABD ceviz,madra,,,2.0,
2024-05-10,2024-05-17,420,ABD ceviz,baklava,2.0,,,
2024-05-10,2024-05-17,430,ABD ceviz,karışık çizgi,,,3.0,
2024-05-10,2024-05-17,440,,,,,,
2024-05-10,2024-05-17,460,ABD ceviz,iki göbek,8.0,1.0,,
2024-05-10,2024-05-17,500,wenge,yavru kanat,,,,
2024-05-10,2024-05-17,520,wenge,baklava,1.0,,1.0,
2024-05-10,2024-05-17,530,wenge,karışık çizgi,1.0,,,
2024-05-10,2024-05-17,540,,,2.0,,,
2024-05-10,2024-05-17,560,wenge,iki göbek,5.0,,,1.0
2024-05-10,2024-05-17,600,bute beyaz,yavru kanat,,,,
2024-05-10,2024-05-17,610,bute beyaz,madra,10.0,,6.0,6.0
2024-05-10,2024-05-17,620,bute beyaz,baklava,5.0,,3.0,2.0
2024-05-10,2024-05-17,630,bute beyaz,karışık çizgi,23.0,6.0,18.0,3.0
2024-05-10,2024-05-17,640,,,,,,
2024-05-10,2024-05-17,660,bute beyaz,iki göbek,128.0,8.0,15.0,48.0
2024-05-10,2024-05-17,700,küp akça,yavru kanat,,,,
2024-05-10,2024-05-17,720,küp akça,baklava,15.0,,2.0,2.0
2024-05-10,2024-05-17,730,küp akça,karışık çizgi,35.0,1.0,2.0,1.0
2024-05-10,2024-05-17,740,,,,,,
2024-05-10,2024-05-17,760,küp akça,iki göbek,65.0,11.0,34.0,2.0
2024-05-10,2024-05-17,800,ardahan gri,yavru kanat,,,,
2024-05-10,2024-05-17,810,ardahan gri,madra,10.0,,,5.0
2024-05-10,2024-05-17,820,ardahan gri,baklava,9.0,,,2.0
2024-05-10,2024-05-17,830,ardahan gri,karışık çizgi,75.0,2.0,21.0,8.0
2024-05-10,2024-05-17,840,,,,,,
2024-05-10,2024-05-17,860,ardahan gri,iki göbek,3.0,2.0,9.0,
2024-05-10,2024-05-17,900,pvc gri,yavru kanat,,,,
2024-05-10,2024-05-17,920,pvc gri,baklava,,,,
2024-05-10,2024-05-17,930,pvc gri,karışık çizgi,8.0,,2.0,1.0
2024-05-10,2024-05-17,960,pvc gri,iki göbek,82.0,7.0,13.0,8.0
2024-05-17,2024-05-24,100,italyan ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,110,italyan ceviz,madra,4.0,,9.0,1.0
2024-05-17,2024-05-24,120,italyan ceviz,baklava,8.0,1.0,3.0,
2024-05-17,2024-05-24,130,italyan ceviz,karışık çizgi,13.0,,,
2024-05-17,2024-05-24,140,,,2.0,,,
2024-05-17,2024-05-24,160,italyan ceviz,iki göbek,43.0,1.0,3.0,9.0
2024-05-17,2024-05-24,200,koyu ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,220,koyu ceviz,baklava,1.0,,3.0,
2024-05-17,2024-05-24,230,koyu ceviz,karışık çizgi,10.0,,,
2024-05-17,2024-05-24,240,,,,,,
2024-05-17,2024-05-24,260,koyu ceviz,iki göbek,8.0,2.0,,1.0
2024-05-17,2024-05-24,300,gold ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,310,gold ceviz,madra,3.0,,,1.0
2024-05-17,2024-05-24,320,gold ceviz,baklava,3.0,,,1.0
2024-05-17,2024-05-24,330,gold ceviz,karışık çizgi,,,,
2024-05-17,2024-05-24,340,,,,,,
2024-05-17,2024-05-24,360,gold ceviz,iki göbek,11.0,2.0,,
2024-05-17,2024-05-24,400,ABD ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,410,ABD ceviz,madra,1.0,,1.0,
2024-05-17,2024-05-24,420,ABD ceviz,baklava,,,3.0,
2024-05-17,2024-05-24,430,ABD ceviz,karışık çizgi,,,,
2024-05-17,2024-05-24,440,,,,,,
2024-05-17,2024-05-24,460,ABD ceviz,iki göbek,8.0,1.0,6.0,
2024-05-17,2024-05-24,500,wenge,yavru kanat,,,,
2024-05-17,2024-05-24,520,wenge,baklava,4.0,,,
2024-05-17,2024-05-24,530,wenge,karışık çizgi,,,,
2024-05-17,2024-05-24,540,,,,1.0,,
2024-05-17,2024-05-24,560,wenge,iki göbek,5.0,1.0,,1.0
2024-05-17,2024-05-24,600,bute beyaz,yavru kanat,,,,
2024-05-17,2024-05-24,610,bute beyaz,madra,15.0,,5.0,
2024-05-17,2024-05-24,620,bute beyaz,baklava,7.0,1.0,2.0,1.0
2024-05-17,2024-05-24,630,bute beyaz,karışık çizgi,38.0,4.0,28.0,5.0
2024-05-17,2024-05-24,640,,,,,,
2024-05-17,2024-05-24,660,bute beyaz,iki göbek,147.0,5.0,48.0,32.0
2024-05-17,2024-05-24,700,küp akça,yavru kanat,,,,
2024-05-17,2024-05-24,720,küp akça,baklava,3.0,,,
2024-05-17,2024-05-24,730,küp akça,karışık çizgi,10.0,,,6.0
2024-05-17,2024-05-24,740,,,,,,
2024-05-17,2024-05-24,760,küp akça,iki göbek,63.0,1.0,13.0,2.0
2024-05-17,2024-05-24,800,ardahan gri,yavru kanat,,,,
2024-05-17,2024-05-24,810,ardahan gri,madra,37.0,,3.0,
2024-05-17,2024-05-24,820,ardahan gri,baklava,13.0,,1.0,
2024-05-17,2024-05-24,830,ardahan gri,karışık çizgi,37.0,1.0,2.0,
2024-05-17,2024-05-24,840,,,,,,
2024-05-17,2024-05-24,860,ardahan gri,iki göbek,,,,1.0
2024-05-17,2024-05-24,900,pvc gri,yavru kanat,,,,
2024-05-17,2024-05-24,920,pvc gri,baklava,,,,
2024-05-17,2024-05-24,930,pvc gri,karışık çizgi,18.0,1.0,,
2024-05-17,2024-05-24,960,pvc gri,iki göbek,54.0,,8.0,1.0
2024-05-24,2024-05-31,100,italyan ceviz,yavru kanat,,,,
2024-05-24,2024-05-31,110,italyan ceviz,madra,29.0,1.0,5.0,3.0
2024-05-24,2024-05-31,120,italyan ceviz,baklava,8.0,,1.0,1.0
2024-05-24,2024-05-31,130,italyan ceviz,karışık çizgi,9.0,,5.0,
2024-05-24,2024-05-31,140,,,,,,
2024-05-24,2024-05-31,160,italyan ceviz,iki göbek,31.0,2.0,16.0,5.0
2024-05-24,2024-05-31,200,koyu ceviz,yavru kanat,,,,
2024-05-24,2024-05-31,220,koyu ceviz,baklava,10.0,,,
2024-05-24,2024-05-31,230,koyu ceviz,karışık çizgi,19.0,2.0,,2.0
2024-05-24,2024-05-31,240,,,,,,
2024-05-24,2024-05-31,260,koyu ceviz,iki göbek,,1.0,1.0,2.0
2024-05-24,2024-05-31,300,gold ceviz,yavru kanat,,,,
2024-05-24,2024-05-31,310,gold ceviz,madra,1.0,1.0,,
2024-05-24,2024-05-31,320,gold ceviz,baklava,5.0,,,
2024-05-24,2024-05-31,330,gold ceviz,karışık çizgi,,,,
2024-05-24,2024-05-31,340,,,,,,
2024-05-24,2024-05-31,360,gold ceviz,iki göbek,13.0,,,3.0
2024-05-24,2024-05-31,400,ABD ceviz,yavru kanat,,,,
2024-05-24,2024-05-31,410,ABD ceviz,madra,3.0,,,
2024-05-24,2024-05-31,420,ABD ceviz,baklava,7.0,,,
2024-05-24,2024-05-31,430,ABD ceviz,karışık çizgi,10.0,,2.0,
2024-05-24,2024-05-31,440,,,,,,
